source_url	parsed_url
https://regex101.com/	https://regex101.com/static/assets/icon-152.png
https://regex101.com/	https://regex101.com/static/assets/icon-192.png
https://regex101.com/	https://regex101.com/static/assets/icon-120.png
https://regex101.com/	https://regex101.com/static/assets/icon-57.png
https://regex101.com/	http://enable-javascript.com/
https://regex101.com/	https://regex101.com/
https://regex101.com/	https://regex101.com/static/4.6270dcbf0cdce57476a3.css
https://regex101.com/	https://regex101.com/settings
https://regex101.com/	https://regex101.com/static/assets/icon-114.png
https://regex101.com/	https://regex101.com/static/assets/icon-180.png
https://regex101.com/	https://twitter.com/regex101
https://regex101.com/	https://regex101.com/debugger
https://regex101.com/	https://regex101.com/codegen?language=php
https://regex101.com/	https://www.paypal.com/cgi-bin/webscr?cmd=_donations&amp;business=firas%2edib%40gmail%2ecom&amp;lc=US&amp;item_name=Regex101&amp;no_note=0&amp;currency_code=USD&amp;bn=PP%2dDonationsBF%3abtn_donate_SM%2egif%3aNonHostedGuest
https://regex101.com/	https://fonts.googleapis.com/css2?family=Open+Sans:ital,wght@0,300;0,400;0,600;0,700;1,400&family=Source+Code+Pro:wght@400;500;700&display=swap
https://regex101.com/	https://regex101.com/library
https://regex101.com/	https://regex101.com/static/assets/icon-76.png
https://regex101.com/	https://github.com/sponsors/firasdib
https://regex101.com/	https://regex101.com/static/assets/icon-60.png
https://regex101.com/	https://regex101.com/static/assets/icon-72.png
https://regex101.com/	https://regex101.com/static/assets/icon-96.png
https://regex101.com/	https://regex101.com/account
https://regex101.com/	https://regex101.com/static/assets/icon-144.png
https://regex101.com/	https://fonts.gstatic.com
https://regex101.com/	https://regex101.com/static/assets/icon-16.png
https://regex101.com/	https://regex101.com/static/quickref.f709568ea60c07b34f3c.chunk.js
https://regex101.com/	https://regex101.com/static/assets/icon-32.png
https://regex101.com/	https://regex101.com/static/assets/favicon.ico
https://regex101.com/	https://regex101.com/static/bundle.255b0d51ce6939c8b906.css
https://www.mediamatters.org/	https://www.mediamatters.org/tiktok/tiktoks-algorithm-leads-users-transphobic-videos-far-right-rabbit-holes
https://www.mediamatters.org/	https://www.mediamatters.org/#article
https://www.mediamatters.org/	https://www.mediamatters.org/qanon-conspiracy-theory/here-are-qanon-supporters-serving-state-legislatures
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/native-american-group-calls-firing-fox-news-hosts-after-derogatory-statements
https://www.mediamatters.org/	https://www.mediamatters.org/maga-trolls/stop-steal-organizer-ali-alexander-says-self-defense-always-allowed-against-demonic
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/facebook-tweaked-its-news-feed-algorithm-and-right-leaning-pages-are-reaping-benefits
https://www.mediamatters.org/	https://www.mediamatters.org/lawrence-jones/fox-news-host-compares-trial-kyle-rittenhouse-murder-george-floyd
https://www.mediamatters.org/	https://fonts.googleapis.com/css?family=Barlow:400,400i,600,600i,700,700i
https://www.mediamatters.org/	https://www.mediamatters.org/supreme-court/medias-blatant-failure-warning-about-threat-roe-v-wade
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-claimed-bidens-policies-are-responsible-surging-gas-prices-102-times-3-days
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/tucker-carlson-returns-fox-news-advertisers-are-staying-away
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/all-misinformation-facebooks-nick-clegg-spouted-cnns-reliable-sources
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/facebook-has-been-working-hard-spin-recent-press-around-company-its-favor
https://www.mediamatters.org/	https://www.mediamatters.org/news-analysis
https://www.mediamatters.org/	https://www.mediamatters.org/#instagram
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/these-are-fox-news-leading-advertisers
https://www.mediamatters.org/	https://use.typekit.net/jqh3ujo.css
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/foxs-ongoing-assault-coronavirus-vaccination-campaign-going-kill-its-viewers
https://www.mediamatters.org/	https://www.mediamatters.org/jeanine-pirro/these-are-jeanine-pirros-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/corrections
https://www.mediamatters.org/	https://www.mediamatters.org/abortion-rights-and-reproductive-health
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/fox-news-tucker-carlson-and-dave-portnoy-launch-attacks-business-insider-reporter
https://www.mediamatters.org/	https://www.mediamatters.org/#arrow
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/tucker-carlson-says-inflation-always-leads-revolution
https://www.mediamatters.org/	https://www.mediamatters.org/archives
https://www.mediamatters.org/	https://www.mediamatters.org/black-lives-matter/media-mislabel-activist-who-spoke-bloodshed-nyc-founder-black-lives-matter
https://www.mediamatters.org/	https://www.mediamatters.org/?page=1
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-gutfeld-praises-kenosha-shooter-killing-protesters-and-doing-what-government
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-airs-remarkable-video-man-trying-sink-rafts-migrants-them
https://www.mediamatters.org/	https://www.mediamatters.org/#search
https://www.mediamatters.org/	https://www.mediamatters.org/cable-news/gosar-tweet-reveals-double-standard-cable-news-coverage-extremism-and-civility
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/facebooks-top-political-posts
https://www.mediamatters.org/	https://www.mediamatters.org/daily-wire/right-wing-media-blame-trans-inclusive-policy-sexual-assault-va-it-wasnt-even-place-time
https://www.mediamatters.org/	https://www.mediamatters.org/sinclair-broadcast-group/sinclair-broadcast-group-guest-uses-antisemitic-language-attack
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/facebook-allowing-election-misinformation-about-nj-gubernatorial-race-proliferate-platform
https://www.mediamatters.org/	https://www.mediamatters.org/cable-news/cable-tv-networks-covered-opening-day-cop26-four-hours
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/murdochs-want-tucker-carlsons-blood-soaked-conspiracy-theories
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_5LSecydXHB7CiNIQ5yNuQ35YHHppvhfMiKkv7_k8gqg.css
https://www.mediamatters.org/	https://www.mediamatters.org/#study
https://www.mediamatters.org/	https://action.mediamatters.org/secure/donate
https://www.mediamatters.org/	https://www.mediamatters.org/
https://www.mediamatters.org/	https://www.mediamatters.org/guns-public-safety
https://www.mediamatters.org/	https://www.mediamatters.org/#facebook
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_vUt0GK4OfEXUi5i0VJuEV9nf8bDJwmJWZVb1Ca5G1yM.css
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/window-meaningful-climate-action-closes-climate-change-skeptic-bjorn-lomborg-tells-right
https://www.mediamatters.org/	https://www.mediamatters.org/homepage
https://www.mediamatters.org/	https://www.mediamatters.org/#main-content
https://www.mediamatters.org/	https://www.mediamatters.org/daily-wire/daily-wire-host-shooting-people-not-against-law
https://www.mediamatters.org/	https://www.mediamatters.org/critical-race-theory/unmasking-moms-liberty
https://www.mediamatters.org/	https://www.mediamatters.org/critical-race-theory/rights-cynical-critical-race-theory-obsession-breaks-through-va-gov-race
https://www.mediamatters.org/	https://www.mediamatters.org/audio-video
https://www.mediamatters.org/	https://www.mediamatters.org/january-6-insurrection/alex-jones-praises-tucker-carlsons-false-flag-series-january-6-they-have
https://www.mediamatters.org/	https://www.mediamatters.org/one-america-news-network/oans-months-long-campaign-against-covid-19-vaccines
https://www.mediamatters.org/	https://www.mediamatters.org/steve-bannon/steve-bannon-defends-marjorie-taylor-greene-after-she-says-capitol-glass-castle-just
https://www.mediamatters.org/	https://www.mediamatters.org/about
https://www.mediamatters.org/	https://www.mediamatters.org/terms-conditions
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_oGZ7OLJDM4FApNs8xyoZMUIkjUZCXrNP16OA9NXAcMA.css
https://www.mediamatters.org/	https://www.mediamatters.org/google/youtube-fails-protect-trans-people-misgendering-or-deadnaming
https://www.mediamatters.org/	https://www.mediamatters.org/joe-rogan-experience/spotifys-joe-rogan-baselessly-claims-biden-administration-limiting-monoclonal
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/sean-hannity-unequal-standard-justice-still-full-display-tonight-after-former-trump
https://www.mediamatters.org/	https://www.mediamatters.org/#twitter
https://www.mediamatters.org/	https://www.mediamatters.org/take-action
https://www.mediamatters.org/	https://www.mediamatters.org/cnn/cable-news-fails-cover-gun-violence-public-health-crisis-it
https://www.mediamatters.org/	https://twitter.com/mmfa
https://www.mediamatters.org/	https://www.mediamatters.org/mike-lindell/oan-has-aired-more-22-hours-mike-lindells-election-fraud-scam-symposium-just-two-days
https://www.mediamatters.org/	https://www.mediamatters.org/mark-levin/fox-news-host-mark-levin-defends-eastman-memo-its-not-completely-crackpot-theory
https://www.mediamatters.org/	https://www.mediamatters.org/#audio
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/these-are-sean-hannitys-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/these-are-laura-ingrahams-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/steve-bannon/steve-bannon-were-taking-over-all-elections
https://www.mediamatters.org/	https://www.youtube.com/channel/UC_70iWZ6ym2cglS_kv5YfmA
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-lies-about-joe-biden-speech-imply-racial-slur
https://www.mediamatters.org/	https://www.mediamatters.org/lgbtq
https://www.mediamatters.org/	https://www.mediamatters.org/studies
https://www.mediamatters.org/	https://www.mediamatters.org/contact-us
https://www.mediamatters.org/	https://www.mediamatters.org/these-are-tucker-carlsons-leading-advertisers
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/months-after-facebook-promised-keep-election-misinformation-its-platform-it-continues
https://www.mediamatters.org/	https://www.mediamatters.org/#youtube
https://www.mediamatters.org/	https://www.mediamatters.org/january-6-insurrection/fox-news-isnt-covering-trumps-defense-rioters-who-chanted-hang-mike-pence
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/new-data-shows-facebooks-groups-problem-goes-way-beyond-stop-steal
https://www.mediamatters.org/	https://www.mediamatters.org/submissions
https://www.mediamatters.org/	https://www.mediamatters.org/one-america-news-network/att-wanted-another-fox-news-and-oan-what-it-got
https://www.mediamatters.org/	https://www.mediamatters.org/newsweek/newsweek-opinion-editor-josh-hammer-spreads-extreme-anti-abortion-rhetoric-and-calls-biden
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/broadcast-tv-networks-aired-53-climate-segments-during-joint-week-covering
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/tucker-carlson-characterizes-bannon-indictment-armed-political-instrument-thats
https://www.mediamatters.org/	https://www.mediamatters.org/#video
https://www.mediamatters.org/	https://www.mediamatters.org/nratv/nratv-now-finished-here-are-bigotry-lies-and-hatred-nra-tolerated-years
https://www.mediamatters.org/	https://www.mediamatters.org/coronavirus-covid-19/right-wing-figures-co-opted-my-body-my-choice-attack-vaccine-mandates
https://www.mediamatters.org/	https://www.mediamatters.org/job-openings
https://www.mediamatters.org/	https://www.mediamatters.org/sinclair-broadcast-group/sinclair-pushed-gop-talking-point-about-january-6-committee-its-misleading
https://www.mediamatters.org/	https://www.mediamatters.org/search
https://www.mediamatters.org/	https://www.mediamatters.org/new-york-times/new-york-times-has-short-memory-political-reality
https://www.mediamatters.org/	https://www.mediamatters.org/themes/custom/mmfa_theme/favicon.ico
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/right-wing-media-erroneously-use-fbi-crime-report-blame-murder-spike-police-reforms
https://www.mediamatters.org/	https://www.mediamatters.org/climate-energy
https://www.mediamatters.org/	https://www.mediamatters.org/critical-race-theory/some-virginia-print-media-took-baseless-claims-about-critical-race-theory-face
https://www.mediamatters.org/	https://www.mediamatters.org/cnn/cable-news-coverage-rust-shooting-proves-networks-can-cover-gun-violence-substantively
https://www.mediamatters.org/	https://www.mediamatters.org/sinclair-broadcast-group/sinclair-anchor-calls-out-covid-19-vaccine-misinformation-sinclairs
https://www.mediamatters.org/	https://www.mediamatters.org/#narrative
https://www.mediamatters.org/	https://www.mediamatters.org/?page=0
https://www.mediamatters.org/	https://www.mediamatters.org/fox-nation/fox-nations-patriot-awards-event-will-have-strict-covid-19-vaccination-and-testing
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/facebook-claims-its-cleaning-hate-speech-hateful-content-rampant-platform
https://www.mediamatters.org/	https://www.mediamatters.org/coronavirus-covid-19/fox-has-undermined-vaccines-nearly-every-day-last-six-months
https://www.mediamatters.org/	https://www.mediamatters.org/politico/how-politico-insists-getting-larry-summers-wrong-order-undermine-biden-agenda
https://www.mediamatters.org/	https://www.mediamatters.org/privacy
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/hundreds-facebook-groups-are-stoking-outrage-over-school-policies-masking-and-school
https://www.mediamatters.org/	https://www.facebook.com/Mediamatters/
https://www.mediamatters.org/	https://www.instagram.com/mediamattersforamerica/
https://www.bloomberg.com/markets/economics	https://www.bloomberg.com/feedback
https://www.bloomberg.com/markets/economics	https://assets.bwbx.io/font-service/css/BWHaasGrotesk-55Roman-Web,BWHaasGrotesk-75Bold-Web,BW%20Haas%20Text%20Mono%20A-55%20Roman/font-face.css
https://www.bloomberg.com/markets/economics	https://www.bloomberg.com/notices/tos
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2021/11/09/quarles-departure-gives-biden-more-room-to-reshape-fed-798762
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-16x16.png
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/article/2021/11/most-millionaires-would-get-tax-cut-under-house-dems-tax-plan-analysis-says-2095812
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/manifest.json
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2021/11/13/raid-veritas-okeefe-biden-press-521307
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/c73c7f7/2147483647/legacy_thumbnail/57x57/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/vaccinerace
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-76x76.png
https://www.politico.com/tipsheets/morning-money	https://twitter.com/chrislhayes/status/1458478367158767632?s=20
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/agenda
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2021/11/12/biden-fed-pick-to-feel-heat-from-both-sides-on-price-spikes-798847
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/write-for-us
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-96x96.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-32x32.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/finance
https://www.politico.com/tipsheets/morning-money	https://twitter.com/politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/womenrule/the-exchange
https://www.politico.com/tipsheets/morning-money	https://www.cmegroup.com/trading/interest-rates/countdown-to-fomc.html
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cdn-cgi/l/email-protection#17766072766172655767787b7e637e74783974787a
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/privacy#california
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/results/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/new-york
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020-elections
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/article/2021/11/wall-street-brushes-off-democrats-piddling-tax-on-stock-buybacks-2095685
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/magazine/2021/11/11/biden-says-he-takes-inflation-seriously-hes-not-acting-like-it-520843
https://www.politico.com/tipsheets/morning-money	https://www.politico.com//_login?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_login&amp;logout=%2F_logout&amp;lRedirect=true&amp;sRedirect=%2Fsettings&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/press/about
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/bd69088/2147483647/legacy_thumbnail/144x144/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/do-not-sell
https://www.politico.com/tipsheets/morning-money	https://ad.doubleclick.net/ddm/clk/511815011;319413926;w
https://www.politico.com/tipsheets/morning-money	https://www.politico.eu/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/magazine/2021/11/13/the-taliban-is-weaker-than-we-think-520919
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/video
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/white-house
https://www.politico.com/tipsheets/morning-money	https://www.reuters.com/business/feds-transitory-inflation-plot-thickens-again-with-rate-30-year-high-2021-11-11/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/faq
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/news/articles/2021-11-11/white-house-team-weighing-fed-sees-no-issue-with-powell-trades?sref=p6AmiyaF
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/fourth-estate
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/florida
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-120x120.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/huddle/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2021/11/11/behind-the-inflation-messaging-curve-798824
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/settings
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/california
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/playbook
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/news/articles/2021-11-11/why-economists-underestimated-u-s-inflation-s-pace-persistence?sref=p6AmiyaF
https://www.politico.com/tipsheets/morning-money	http://edition.pagesuite-professional.co.uk/Launch.aspx?bypass=true&amp;PBID=74262970-aa07-44b3-80c8-21fa8a8ac376
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/overhauled-auditing-watchdog-expected-to-boost-industry-scrutiny-and-focus-on-investors-11636651023?mod=business_minor_pos13
https://www.politico.com/tipsheets/morning-money	https://www.facebook.com/politico/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-72x72.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters
https://www.politico.com/tipsheets/morning-money	https://policies.google.com/terms
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-180x180.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/upcoming
https://www.politico.com/tipsheets/morning-money	https://twitter.com/SheilaBair2013/status/1458817743382319119
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/kate-davidson
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/archive
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/minutes/congress/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cdn-cgi/l/email-protection#1d76797c6b74796e72735d6d72717469747e72337e7270
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2021/11/12/russia-ukraine-invasion-putin-521139
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/series/states/the-fifty#recovery-lab
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/defense
https://www.politico.com/tipsheets/morning-money	https://ad.doubleclick.net/ddm/clk/511815014;319413929;c
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/27ede68/2147483647/legacy_thumbnail/72x72/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-60x60.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/joe-biden-first-100-days-presidency
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/ios-ipad-144x144-28865b72953380a40aa43318108876cb.png
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-entertainment.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2016/well/move/well-runningforwomen-guide-interactive.html
https://www.nytimes.com/guides/	mailto:?subject=NYTimes.com%3A%20Guides&amp;body=From%20The%20New%20York%20Times%3A%0A%0AGuides%0A%0A%0A%0Ahttps%3A%2F%2Fwww.nytimes.com%2Fspotlight%2Fguides%3Fsmid%3Dem-share
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-cooking.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-tech.html
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115014893428-Terms-of-service
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/fashion/how-to-dress-up.html
https://www.nytimes.com/guides/	https://www.nytimes.com/international/?action=click&amp;region=Footer&amp;pgtype=Homepage
https://www.nytimes.com/guides/	https://www.nytco.com/careers/
https://www.nytimes.com/guides/	http://www.tbrandstudio.com/
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#site-content
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us
https://www.nytimes.com/guides/	https://www.nytimes.com/svc/collections/v1/publish/https://www.nytimes.com/spotlight/guides/rss.xml
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/well/how-to-use-yoga-to-relax.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2021/guide/2021-gift-guide.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-home.html
https://www.nytimes.com/guides/	https://www.nytimes.com/spotlight/guides
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115015385887-Contact-Us
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/ios-default-homescreen-57x57-43808a4cd5333b648057a01624d84960.png
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-food.html
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115015727108-Accessibility
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/apple-touch-icon-28865b72953380a40aa43318108876cb.png
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-sponsor
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/guides/a-guide-to-sleep-apnea.html
https://www.nytimes.com/guides/	https://www.nytimes.com/
https://www.nytimes.com/guides/	https://twitter.com/intent/tweet?url=https%3A%2F%2Fwww.nytimes.com%2Fspotlight%2Fguides%3Fsmid%3Dtw-share&amp;text=Guides
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-mid1
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#stream-panel
https://www.nytimes.com/guides/	https://myaccount.nytimes.com/auth/login?response_type=cookie&amp;client_id=vi&amp;redirect_uri=https%3A%2F%2Fwww.nytimes.com%2Fsubscription%2Fmultiproduct%2Flp8KQUS.html%3FcampaignId%3D7JFJX&amp;asset=masthead
https://www.nytimes.com/guides/	https://g1.nyt.com/fonts/css/web-fonts.b1c035e4560e0216caf8f03326e0430712b61041.css
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/well/guide-mindfulwork.html
https://www.nytimes.com/guides/	https://www.nytco.com/
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#site-index
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/smarter-living/how-to-find-a-hobby-guide.html
https://www.nytimes.com/guides/	https://nytmediakit.com/
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/guides/how-to-make-the-world-a-better-place.html
https://www.nytimes.com/guides/	https://www.facebook.com/dialog/feed?app_id=9869919170&amp;link=https%3A%2F%2Fwww.nytimes.com%2Fspotlight%2Fguides%3Fsmid%3Dfb-share&amp;name=Guides&amp;redirect_uri=https%3A%2F%2Fwww.facebook.com%2F
https://www.nytimes.com/guides/	https://www.nytimes.com/ca/?action=click&amp;region=Footer&amp;pgtype=Homepage
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide-hard.html
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/ios-iphone-114x144-080e7ec6514fdc62bcbb7966d9b257d2.png
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-subheader
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/guides/2020-gift-guide.html
https://www.nytimes.com/guides/	https://www.nytimes.com/subscription?campaignId=37WXW
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115014792127-Copyright-notice
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/realestate/real-estate-decorating-guide.html
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115014893968-Terms-of-sale
https://www.nytimes.com/guides/	https://www.nytimes.com/privacy/cookie-policy#how-do-i-manage-trackers
https://www.nytimes.com/guides/	https://www.nytimes.com/section/todayspaper
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/well/family/well-caregiver-guide.html
